China, 7979, 1924.21
Benin, 7615, 1887.71
France, 32265, 1084.41
Algeria, 10922, 1167.85
India, 28831, 1622.92
Israel, 8478, 314.813
Albania, 25021, 644.405
Antigua & Deps, 19674, 277.827
Argentina, 17508, 741.636
South Africa, 11937, 1241.22
Japan, 18790, 303.578
Azerbaijan, 3326, 962.579
Comoros, 9314, 84.8823
Myanmar, 4576, 1781.37
Ethiopia, 21503, 233.189
Colombia, 23836, 1039.47
Marshall Islands, 3956, 1609.43
France, 4987, 1877.99
Georgia, 12220, 904.398
Bulgaria, 28384, 1902.59
South Africa, 13575, 1415.27
Cuba, 32677, 762.771
Djibouti, 31051, 387.873
Iceland, 30792, 96.1785
Italy, 18169, 1598.99
Antigua & Deps, 21490, 1537.1
Trinidad & Tobago, 30542, 1280.63
Liberia, 15757, 1528.17
Australia, 32176, 1853.27
Canada, 8285, 1421.29
Bahamas, 28183, 581.608
Liberia, 3155, 551.364
Georgia, 10873, 351.92
Nepal, 26524, 1940.12
Djibouti, 1957, 513.406
Taiwan, 5140, 466.035
Georgia, 29730, 624.302
Iceland, 2727, 672.463
Italy, 3038, 1670.47
Albania, 18377, 1750.21
Afghanistan, 6617, 228.088
Costa Rica, 2950, 822.774
Spain, 25870, 571.041
Australia, 13531, 742.304
Cuba, 22599, 1704.84
Yemen, 13146, 242.056
Kosovo, 11424, 754.937
Antigua & Deps, 31560, 702.1
Belarus, 19688, 1726.77
Austria, 26542, 136.444
Benin, 15387, 1792.36
Moldova, 21272, 364.431
Oman, 29613, 909.985
Yemen, 15103, 1061.21
India, 32351, 1216.19
Cuba, 19202, 1712.19
Kosovo, 6868, 151.687
Bulgaria, 1160, 567.457
Guatemala, 32032, 1604.51
Marshall Islands, 11354, 92.0487
Vanuatu, 26885, 96.4214
Nicaragua, 2898, 1890.5
Marshall Islands, 26274, 114.398
Madagascar, 12350, 391.153
Slovakia, 20913, 1430.46
Ukraine, 4220, 285.723
Tajikistan, 1973, 453.828
Madagascar, 29184, 506.118
Italy, 5031, 717.647
Gambia, 17606, 182.782
Brazil, 30195, 712.667
Comoros, 19158, 1744.2
Trinidad & Tobago, 7671, 1366.87
Costa Rica, 30052, 1902.1
Congo, 26169, 1020.76
Liberia, 703, 1317.25
Aruba, 30475, 613.796
Taiwan, 31744, 1155.16
China, 27491, 372.873
Dominica, 696, 698.456
Costa Rica, 514, 1957.55
Guinea-Bissau, 15888, 1764
South Africa, 6475, 718.498
Kuwait, 29727, 922.557
Angola, 15951, 1994.9
Oman, 18266, 1238.85
Costa Rica, 18434, 1586.96
Brazil, 31078, 689.346
India, 23954, 1092
Japan, 19396, 1390.68
Canada, 29520, 1355.45
San Marino, 27644, 191.406
South Africa, 19382, 767.69
India, 7263, 1628.44
Moldova, 29290, 370.686
India, 19320, 655.64
Georgia, 1355, 1406.65
Vanuatu, 23478, 1246.14
Trinidad & Tobago, 1010, 141.302
Albania, 18951, 529.804
Oman, 22565, 987.114
Canada, 32083, 189.948
Algeria, 27187, 1772.01
Marshall Islands, 8727, 193.167
Denmark, 27189, 482.494
Russian Federation, 23699, 731.737
Antigua & Deps, 5021, 1836.87
Comoros, 8516, 203.37
Myanmar, 8870, 700.096
Bahrain, 30378, 1527.26
Austria, 2942, 802.429
Vanuatu, 5250, 977.397
Barbados, 20795, 196.629
Taiwan, 5113, 416.964
Kuwait, 12034, 307.768
Bhutan, 396, 859.638
Slovenia, 12263, 924.439
Oman, 27790, 1427.3
Gambia, 25197, 432.815
Vanuatu, 22924, 474.72
Ethiopia, 6830, 1397.42
India, 5116, 539.278
Nicaragua, 17046, 1121.82
Australia, 4362, 368.257
Bhutan, 6586, 1940.66
Armenia, 14428, 1404.4
Angola, 3751, 982.681
Guinea-Bissau, 18713, 1822.54
Iceland, 6593, 1813.25
Slovenia, 163, 1742.56
Guatemala, 17938, 1610.16
Belarus, 30144, 1830.86
Liberia, 28309, 827.693
Armenia, 5670, 1603.18
Kosovo, 14038, 702.829
Gambia, 11686, 77.8375
Italy, 31756, 1175.5
Gambia, 9578, 94.1743
Comoros, 30707, 31.9849
Vietnam, 3841, 948.793
Yemen, 8465, 192.742
Yemen, 25136, 1909.87
Marshall Islands, 3114, 1582.59
Germany, 26048, 555.19
San Marino, 16651, 1614.9
South Africa, 23232, 261.369
Nicaragua, 10490, 13.6439
Serbia, 32503, 1500.48
Kosovo, 1901, 234.465
Bahrain, 9845, 1322.9
Israel, 24022, 479.943
Germany, 21898, 1592.55
India, 16798, 1341.55
Spain, 15241, 1075.54
Spain, 6058, 310.38
Guatemala, 1053, 1216.68
Nepal, 27402, 1999.94
Japan, 30753, 1552.04
Moldova, 15505, 1396.02
Mongolia, 10298, 1446.43
Taiwan, 18312, 1509.17
Mongolia, 10907, 1245.83
Colombia, 23503, 1732.96
Ukraine, 8899, 1785.19
Austria, 10223, 1935.62
Moldova, 9495, 915.937
France, 11796, 1132.93
Costa Rica, 24986, 1456.02
Nicaragua, 13555, 392.428
Marshall Islands, 10307, 1341.61
Djibouti, 25075, 1387.22
Iraq, 7823, 1193.72
Bahrain, 23620, 1611.86
Tajikistan, 12650, 428.989
Mongolia, 28832, 75.6511
Chile, 16266, 1495.2
Iraq, 15337, 748.924
Moldova, 30655, 53.1196
Bangladesh, 30441, 97.9397
Serbia, 17400, 252.138
Gambia, 10201, 781.355
Trinidad & Tobago, 9445, 186.73
San Marino, 20087, 287.605
Japan, 27514, 1644.17
Uruguay, 9690, 513.771
Guatemala, 5315, 651.389
San Marino, 25413, 1126.37
Burkina, 459, 1403.07
Germany, 31646, 1630.99
Afghanistan, 10374, 1969.82
Brazil, 352, 869.72
Antigua & Deps, 31730, 129.399
China, 11035, 658.92
Colombia, 30966, 1776.75
Austria, 5855, 180.717
Djibouti, 21161, 1810.94
Albania, 31018, 347.73
Nepal, 29693, 156.667
Nepal, 9765, 533.387
Marshall Islands, 17932, 1462.64
Cuba, 23138, 365.706
Russian Federation, 12660, 415.689
Algeria, 25686, 551.789
Kosovo, 30341, 630.619
Germany, 25142, 1818.41
Aruba, 2864, 745.584
Colombia, 16407, 1417.58
Denmark, 32502, 947.821
Colombia, 4173, 1401.55
Ethiopia, 17484, 1097.52
Guatemala, 19593, 1631.11
Comoros, 31784, 554.036
Gambia, 6177, 1742.68
Armenia, 19384, 824.596
Moldova, 19590, 218.917
Benin, 11635, 1278.2
Italy, 32475, 1799.58
Iraq, 26113, 1458.51
Belarus, 23069, 613.431
Tajikistan, 6830, 1646.05
Indonesia, 11117, 1830.38
Nicaragua, 19042, 130.917
San Marino, 26188, 466.4
Bahrain, 27481, 1520.64
Bahrain, 17648, 733.316
Albania, 32524, 1935.38
Aruba, 3324, 1413.21
France, 23305, 1398.57
Guinea-Bissau, 31550, 372.144
Comoros, 177, 918.548
Iceland, 31041, 168.935
China, 30483, 279.892
Comoros, 5587, 653.757
Ethiopia, 342, 1777.96
Trinidad & Tobago, 21970, 943.752
Italy, 4475, 1004.18
Djibouti, 25824, 1964.29
Vietnam, 19033, 115.005
Afghanistan, 1478, 607.419
Nicaragua, 5406, 1100.99
Australia, 28849, 721.23
Trinidad & Tobago, 3520, 1279.84
Liberia, 8593, 521.666
Belarus, 10014, 1927.49
Israel, 832, 616.711
Comoros, 12996, 1626.86
Iceland, 29757, 450.184
Cuba, 16782, 210.415
South Africa, 26649, 1430.27
Antigua & Deps, 27037, 278.07
Belarus, 29932, 603.714
Belarus, 13150, 736.231
Tajikistan, 32367, 1915.34
Madagascar, 4751, 1033.15
Indonesia, 30861, 1062.06
Canada, 12680, 376.334
Kuwait, 31103, 528.832
Belarus, 17460, 881.805
France, 6109, 748.135
Yemen, 25979, 100.551
France, 27429, 657.583
Angola, 32011, 379.25
Iceland, 1441, 1117.69
Guatemala, 9415, 1137.24
Bulgaria, 29884, 130.796
India, 19521, 499.499
Myanmar, 20769, 819.373
Bahrain, 15881, 141.181
Tajikistan, 14906, 1522.4
Azerbaijan, 32190, 1327.58
Liberia, 20711, 418.057
Nicaragua, 1817, 1219.54
Japan, 29578, 1142.59
Austria, 5491, 1034.79
Taiwan, 12728, 1446.98
Bahrain, 6258, 1966.17
Iraq, 14380, 1182.91
Austria, 9698, 548.448
Bhutan, 26067, 971.142
Kosovo, 25057, 1203.87
Bulgaria, 24843, 923.103
Albania, 19949, 421.155
Trinidad & Tobago, 28776, 1747.78
Bahrain, 1137, 1506.74
Kosovo, 7326, 1514.33
Myanmar, 27107, 1279.11
Serbia, 18779, 1356.06
Belarus, 7574, 470.104
Japan, 4417, 147.983
Aruba, 17351, 325.745
Djibouti, 21818, 282.018
San Marino, 28567, 1511.78
Benin, 10709, 163.955
Israel, 20195, 1251.24
China, 11643, 291.067
Costa Rica, 4928, 361.151
Dominica, 26773, 967.134
Djibouti, 14989, 171.243
Angola, 13561, 1233.44
Bahamas, 7880, 1900.76
Myanmar, 23611, 276.431
Madagascar, 26679, 768.055
Guatemala, 13489, 1445.52
Azerbaijan, 28160, 1625.59
Liberia, 4947, 436.034
China, 4284, 1356.91
Benin, 31928, 1932.59
Djibouti, 30653, 315.785
Nicaragua, 10717, 1561.58
Vanuatu, 9449, 1079.43
Djibouti, 17792, 1585.08
Taiwan, 23686, 118.589
Germany, 19754, 1111.37
Uruguay, 13642, 1778.51
India, 19787, 1524.53
Iraq, 6785, 882.474
Belarus, 20975, 566.607
Bahamas, 27959, 1015.84
Gambia, 28142, 1851.21
Armenia, 4763, 662.624
Belarus, 14510, 999.322
Djibouti, 27933, 546.505
Guinea-Bissau, 9931, 929.723
Trinidad & Tobago, 19190, 1328.91
Russian Federation, 15430, 152.052
Japan, 4112, 1831.59
Vanuatu, 22280, 384.047
Colombia, 6807, 1305.47
Taiwan, 18135, 668.94
Myanmar, 26769, 963.672
Gambia, 9236, 69.0313
Nicaragua, 10831, 253.96
Vanuatu, 26843, 311.291
South Africa, 156, 355.989
Benin, 18523, 119.317
Austria, 30442, 1708.43
Ethiopia, 11905, 1658.14
Djibouti, 10485, 1810.46
Albania, 17992, 312.505
Bhutan, 16534, 664.568
Canada, 28493, 183.814
Costa Rica, 25523, 304.064
Eswatini, 15227, 1908.66
Uruguay, 5013, 1832.08
Armenia, 29677, 154.056
Israel, 13836, 820.406
Barbados, 20556, 211.326
Uruguay, 22053, 1820.96
Taiwan, 3677, 1312.33
Antigua & Deps, 28002, 1945.46
Guinea-Bissau, 32639, 873.85
Mongolia, 1967, 871.785
South Africa, 32829, 1817.14
Chile, 9102, 393.157
Australia, 12872, 434.394
Taiwan, 7471, 1281.18
Taiwan, 19313, 203.492
Slovakia, 3692, 1972.25
Barbados, 27777, 1915.1
Italy, 9955, 421.033
Marshall Islands, 18682, 38.2403
Kuwait, 26278, 1616.96
Costa Rica, 1321, 1988.04
Barbados, 11063, 1174.35
Antigua & Deps, 8723, 42.613
China, 29125, 1575.73
Bahamas, 10015, 642.583
Italy, 25327, 1914.55
Slovakia, 1935, 1211.09
Angola, 31604, 529.257
Belarus, 5664, 1699.38
Bulgaria, 17045, 792.59
Bahrain, 17265, 1761.99
Austria, 18966, 841.601
Guinea-Bissau, 29694, 1371.97
Italy, 32037, 338.741
Nicaragua, 205, 1496.47
Azerbaijan, 23179, 546.93
India, 546, 884.235
Canada, 27638, 1371.55
Israel, 26077, 332.668
Vanuatu, 28478, 1354.36
Afghanistan, 6980, 543.651
Benin, 2027, 82.6353
Nicaragua, 23655, 651.693
Tajikistan, 15986, 1264.48
Mongolia, 24937, 1327.94
Guatemala, 24538, 1169.86
Georgia, 9293, 210.901
Australia, 19405, 1089.57
Trinidad & Tobago, 23580, 1235.99
Slovenia, 14396, 1186.13
Slovenia, 3189, 1183.34
Bhutan, 14629, 1431.06
Antigua & Deps, 751, 520.208
Brazil, 16406, 747.406
Antigua & Deps, 28123, 186.912
Slovenia, 6793, 1496.05
Russian Federation, 28724, 1061.63
China, 1831, 1757.62
Iceland, 17651, 783.298
Argentina, 6546, 186.912
China, 14328, 73.8899
Benin, 8531, 532.233
Austria, 1348, 1368.94
Vanuatu, 29675, 895.895
Kosovo, 8000, 1208.54
Afghanistan, 9038, 640.336
Myanmar, 833, 1929.49
Slovenia, 8478, 537.881
Barbados, 12167, 1457.36
France, 25739, 625.942
Nicaragua, 4202, 489.721
Chile, 11169, 73.8292
Bhutan, 25207, 803.826
Yemen, 12902, 327.506
Vietnam, 9635, 839.415
China, 2336, 1138.76
Angola, 25062, 980.312
Taiwan, 24720, 858.424
France, 14291, 377.853
Dominica, 32268, 154.785
Georgia, 6162, 481.947
Afghanistan, 25275, 175.859
Uruguay, 4800, 1547.97
Liberia, 22628, 265.56
Belarus, 3104, 1944.31
Comoros, 23431, 1091.03
Gambia, 22058, 1771.89
Madagascar, 3521, 730.644
Georgia, 18130, 1226.46
Colombia, 19627, 1808.51
Kosovo, 28966, 1378.96
Nepal, 2215, 36.722
South Africa, 15240, 175.616
Germany, 21606, 1768.13
South Africa, 14267, 358.844
Marshall Islands, 12554, 225.477
Angola, 29049, 475.449
Dominica, 9256, 835.771
Angola, 28354, 1540.14
Indonesia, 31775, 932.699
Bangladesh, 26930, 653.454
Algeria, 7292, 738.053
Bahamas, 27130, 976.547
Armenia, 3940, 489.964
Chile, 31310, 1410.96
Angola, 14905, 715.825
Slovakia, 6250, 1052.4
Angola, 17138, 544.136
Germany, 9591, 1550.22
Liberia, 16616, 272.604
South Africa, 6907, 1218.93
Ethiopia, 3841, 1693.91
Austria, 5788, 1601.72
Costa Rica, 20087, 992.945
Russian Federation, 16725, 1872.22
Cuba, 12475, 529.743
Armenia, 21363, 1407.14
Iceland, 17439, 405
Angola, 2297, 165.838
Congo, 4677, 1447.83
South Africa, 21041, 800.243
Nicaragua, 12434, 1705.27
Burkina, 31391, 1328.18
Argentina, 16907, 1881.63
Slovenia, 29832, 1582.35
Madagascar, 10089, 476.846
Benin, 465, 396.74
Colombia, 1355, 143.549
Colombia, 8929, 33.0174
Chile, 12748, 81.1777
Cuba, 6856, 1721.3
Nicaragua, 20964, 440.406
Canada, 987, 1983.72
Tajikistan, 17506, 933.913
Bhutan, 29317, 1297.03
Eswatini, 15199, 573.348
Guatemala, 3075, 1935.02
Austria, 26234, 1414.24
Belarus, 21811, 1268.79
Chile, 7998, 568.49
Vietnam, 25044, 34.5964
Spain, 30331, 1390.19
Argentina, 1724, 1569.41
Armenia, 7300, 1827.34
Djibouti, 20977, 387.448
Bulgaria, 14216, 336.859
Ukraine, 25002, 221.833
Antigua & Deps, 8836, 1212.61
Japan, 20384, 834.07
Moldova, 5240, 931.666
Liberia, 22591, 998.411
France, 8941, 1400.58
Moldova, 15754, 1249.84
Brazil, 17396, 153.145
Tajikistan, 13270, 267.078
Argentina, 13077, 124.176
Iraq, 31409, 700.217
Gambia, 14833, 657.583
Japan, 11900, 1468.41
Guatemala, 10374, 1528.11
Austria, 28593, 555.19
Moldova, 4689, 579.847
Burkina, 17098, 1191.78
Slovakia, 31942, 319.854
Bahrain, 6202, 1807.78
Djibouti, 24788, 501.746
Antigua & Deps, 19972, 1266.06
Algeria, 1130, 1839.3
Trinidad & Tobago, 17613, 1759.56
Denmark, 4675, 1656.62
Serbia, 24695, 782.63
Burkina, 17757, 869.295
Gambia, 4277, 209.018
South Africa, 19167, 281.228
Japan, 22543, 575.839
Bangladesh, 30828, 220.375
South Africa, 18504, 404.696
San Marino, 28167, 1934.71
Algeria, 8503, 1938.78
San Marino, 533, 1862.75
Armenia, 15199, 969.077
Slovenia, 15145, 995.192
Azerbaijan, 14837, 259.79
Canada, 28305, 1886.55
Slovakia, 14355, 1865.42
India, 11242, 894.559
Afghanistan, 21317, 1127.83
Kuwait, 15647, 1666.89
Serbia, 10681, 714.003
Costa Rica, 32664, 401.417
Denmark, 11444, 1880.78
Italy, 1682, 841.601
France, 6175, 539.217
Vanuatu, 8143, 1612.17
Vietnam, 1600, 1966.48
Bahamas, 19229, 399.595
Kuwait, 775, 1273.59
Myanmar, 19050, 782.023
Belarus, 17519, 1009.52
Nicaragua, 29533, 1387.82
Tajikistan, 21987, 81.3599
Taiwan, 11436, 1733.87
Austria, 8878, 194.017
Austria, 20647, 1663.67
Australia, 28626, 687.342
Argentina, 23470, 1037.95
Angola, 4075, 1675.45
Germany, 10386, 83.0604
Ethiopia, 31707, 1052.58
Ukraine, 22027, 620.355
Guatemala, 4469, 1730.71
Germany, 6087, 598.491
Benin, 5480, 1374.28
Georgia, 31434, 972.235
Nepal, 18450, 221.347
Benin, 22536, 1778.15
Vietnam, 29957, 1750.57
Mongolia, 8587, 769.087
Bangladesh, 29537, 188.248
Oman, 13695, 41.5198
Aruba, 8537, 1636.76
Yemen, 16373, 1841.61
Dominica, 3954, 251.53
Iceland, 16200, 81.4206
Argentina, 24676, 285.783
India, 18527, 1525.87
Guinea-Bissau, 26788, 1395.96
Comoros, 32576, 1067.83
Dominica, 25850, 347.669
Tajikistan, 11708, 1187.35
Iceland, 16829, 964.097
Trinidad & Tobago, 17679, 1853.64
India, 29823, 1880.97
Costa Rica, 14539, 1004.24
Nicaragua, 26703, 1408.9
Dominica, 20595, 1738.49
Vietnam, 228, 891.826
Angola, 6783, 1844.83
Vanuatu, 21321, 656.49
Georgia, 26318, 209.929
Algeria, 29409, 1543.42
Dominica, 26540, 245.093
Serbia, 10203, 1581.31
Taiwan, 8178, 77.8982
Costa Rica, 8307, 430.386
Trinidad & Tobago, 27123, 1301.46
Israel, 16527, 1475.34
Moldova, 30252, 1502.42
Taiwan, 11160, 1812.34
Comoros, 29168, 1653.65
Madagascar, 4773, 1002.36
Japan, 25998, 1280.02
Dominica, 17738, 310.076
Trinidad & Tobago, 5792, 1203.62
Serbia, 3502, 1479.59
Argentina, 9856, 809.595
Aruba, 4281, 1899.25
Nepal, 3607, 1715.77
Gambia, 20843, 126.909
India, 20361, 1282.33
Guatemala, 8907, 1795.03
Germany, 2915, 1192.51
Georgia, 21991, 1877.69
Brazil, 27225, 1456.15
Burkina, 23000, 11.9434
Albania, 19898, 1873.25
Vanuatu, 25043, 1669.13
Albania, 18458, 440.285
Tajikistan, 2465, 1053.31
Angola, 19691, 948.368
Kuwait, 27424, 1578.22
Iraq, 8440, 950.372
San Marino, 14226, 903.062
Angola, 12035, 1737.52
Ethiopia, 15842, 800.182
Armenia, 19182, 1528.78
Spain, 25401, 1306.62
Ukraine, 29501, 493.668
Canada, 1380, 944.906
Guinea-Bissau, 5075, 1051.07
Uruguay, 5893, 781.234
Colombia, 32303, 512.07
Tajikistan, 4999, 469.983
Slovakia, 2724, 33.5639
Denmark, 15682, 353.924
Chile, 29490, 745.22
Vietnam, 607, 824.414
Yemen, 17426, 172.64
Congo, 30036, 1326.97
Bhutan, 1810, 653.818
Nepal, 3088, 111.969
Myanmar, 26190, 560.716
Guatemala, 25907, 1228.89
Djibouti, 14326, 334.49
Djibouti, 13541, 828.665
Iraq, 2067, 1959.43
France, 17190, 1071.71
Cuba, 5777, 1833.35
Denmark, 9137, 1512.51
Argentina, 12021, 1655.35
Burkina, 5059, 220.982
Liberia, 3209, 637.421
Bhutan, 17513, 850.711
Bulgaria, 30952, 228.27
Iceland, 22566, 1951.05
South Africa, 19495, 1113.07
Israel, 4354, 1993.02
France, 15635, 768.419
Chile, 10352, 20.4459
Aruba, 21824, 1102.14
Guinea-Bissau, 7304, 1834.2
Armenia, 12246, 1970.61
Benin, 30338, 1181.27
South Africa, 15202, 1335.59
Russian Federation, 15487, 776.922
Slovakia, 22040, 1463.37
Bhutan, 29947, 226.752
Vietnam, 6466, 796.295
Trinidad & Tobago, 27774, 1816.71
China, 21462, 852.047
Georgia, 24174, 300.116
San Marino, 23909, 1849.45
Trinidad & Tobago, 18441, 629.708
Chile, 25064, 970.231
Armenia, 6376, 1041.1
Bulgaria, 23565, 202.581
Japan, 13997, 1176.84
Iraq, 30485, 712.242
Colombia, 29089, 1520.77
Brazil, 21094, 1424.26
Tajikistan, 9826, 792.773
Kosovo, 28762, 1869.49
India, 27904, 242.542
Indonesia, 18161, 1272.92
Guatemala, 28700, 1165.06
Eswatini, 17526, 1502.48
Denmark, 26325, 1349.99
Uruguay, 29488, 1414.67
Iceland, 17074, 1111.13
Russian Federation, 3768, 143.914
France, 32465, 1357.94
Cuba, 8850, 1762.05
Israel, 12276, 1688.26
Slovakia, 32012, 1392.01
Iceland, 3401, 1369.79
Serbia, 12960, 1212.61
Taiwan, 14342, 1434.89
Austria, 27972, 1340.21
India, 7211, 1185.4
Bulgaria, 8297, 1749
Kosovo, 28418, 337.891
Taiwan, 17827, 1113.74
Antigua & Deps, 8256, 363.216
Angola, 20266, 1908.9
Slovenia, 6350, 274.487
Nepal, 21679, 1157.83
Liberia, 28323, 451.824
Burkina, 29761, 458.019
Myanmar, 22330, 622.602
Germany, 17463, 598.127
Djibouti, 10881, 1613.32
Nepal, 21587, 253.049
Bangladesh, 18013, 669.669
Slovakia, 27553, 118.346
Aruba, 10002, 1784.1
Yemen, 15804, 1288.1
Kuwait, 9008, 1543.24
Madagascar, 3449, 1826.31
Aruba, 31191, 1546.09
Tajikistan, 27702, 772.245
Djibouti, 22635, 1382.05
Armenia, 19511, 572.134
Antigua & Deps, 14613, 963.55
Israel, 16845, 1170.83
Serbia, 3487, 352.953
Oman, 25167, 1981.23
Bahamas, 8848, 1507.59
Tajikistan, 258, 278.617
Uruguay, 5268, 1271.58
Angola, 27006, 1964.47
Uruguay, 9868, 1315.25
San Marino, 29757, 77.3516
Aruba, 20708, 540.614
Bulgaria, 15698, 778.44
Brazil, 4865, 884.174
Slovenia, 11896, 485.773
Aruba, 30168, 936.768
Denmark, 17659, 330.117
China, 23325, 1479.83
India, 20777, 824.414
Bhutan, 13954, 1157.47
Bahrain, 12368, 85.1253
Ethiopia, 14078, 1416.79
Afghanistan, 880, 973.875
Eswatini, 17435, 1618.91
Canada, 29732, 1967.39
Ukraine, 6064, 349.977
Slovenia, 1665, 1168.28
Denmark, 13982, 1318.16
Iceland, 4554, 1797.76
Ethiopia, 11108, 819.009
Congo, 4946, 363.034
Slovakia, 15268, 1369.18
Colombia, 30182, 1539.47
Moldova, 28146, 1260.1
Angola, 28040, 78.1411
Marshall Islands, 10114, 1965.44
